X,Y,X,Y,id,name,address,phone,province,city,lon,lat
13428551.2149819,2588031.41277083,13428551.2149819,2588031.41277083,C0320101D1B3FACC,屏东县警察局排湾派出所,玛家乡排湾村40号,08-7990161,台湾省,屏东县,120.630728,22.63578
13427869.9396982,2570665.40866267,13427869.9396982,2570665.40866267,119260072D413692,屏东县警察局文乐派出所,来义乡文乐村新乐路1号,08-7981774,台湾省,屏东县,120.624608,22.49172
13514812.2431196,2837771.01048171,13514812.2431196,2837771.01048171,810664063C44E728,上巴陵停车场,台湾省桃园县,,台湾省,桃园县,121.405624,24.69045
13421857.7966395,2588003.67247593,13421857.7966395,2588003.67247593,808641856EB8C6A1,屏东县警察局新东势派出所,内埔乡东势村嘉应路82号,08-7794617,台湾省,屏东县,120.5706,22.63555
13418792.503141,2587285.33561645,13418792.503141,2587285.33561645,50A425826E7FDE29,屏东县警察局新北势派出所,内埔乡丰田村新中路79号,08-7792804,台湾省,屏东县,120.543064,22.629594
13420829.2045445,2606046.61780674,13420829.2045445,2606046.61780674,00A64107CE14AC5F,屏东县警察局新南派出所,高树乡新南村新店路8号,08-7962584,台湾省,屏东县,120.56136,22.785066
13409699.927133,2576901.14766759,13409699.927133,2576901.14766759,102025834801BF2D,屏东县警察局新园分驻所,新园乡仙吉村仙吉路140号,08-8681004,台湾省,屏东县,120.461384,22.543466
13420347.4137884,2600737.49582757,13420347.4137884,2600737.49582757,C03E2501DE93051F,屏东县警察局新围派出所,盐埔乡新围村维新路129号,08-7932244,台湾省,屏东县,120.557032,22.741088
13419707.9946333,2567890.88976402,13419707.9946333,2567890.88976402,50320485A3E23537,屏东县警察局新埤分驻所,新埤乡新埤村新华路146号,08-7971045,台湾省,屏东县,120.551288,22.46869
13537866.9549409,2882558.17461819,13537866.9549409,2882558.17461819,00AC2581FCFD93BE,兴港公园,台湾省台北市,,台湾省,台北市,121.612728,25.05546
13412421.4660439,2579109.63134253,13412421.4660439,2579109.63134253,D0904583C2882B1B,屏东县警察局新钟派出所,万丹乡新钟村新钟路64号,08-7772254,台湾省,屏东县,120.485832,22.561788
13426138.6989774,2613588.90502839,13426138.6989774,2613588.90502839,918A0405DB3453C9,屏东县警察局旧寮派出所,高树乡司马村长美路25号,08-7916063,台湾省,屏东县,120.609056,22.847518
13457125.5924346,2534940.48475936,13457125.5924346,2534940.48475936,C1F42087B2D5BF70,屏东县警察局旭海派出所,牡丹乡旭海村旭海路1号,08-8830200,台湾省,屏东县,120.887416,22.194892
13420811.393426,2565392.41039473,13420811.393426,2565392.41039473,916A24851FCEA1F8,屏东县警察局昌隆派出所,佳冬乡昌隆村中正路16号,08-8662344,台湾省,屏东县,120.5612,22.447948
13428162.0420421,2556091.74265594,13428162.0420421,2556091.74265594,81A2418698391B48,屏东县警察局春日分驻所,春日乡春日村春日路316号,08-8785180,台湾省,屏东县,120.627232,22.370708
13380548.46944,2621130.06448046,13380548.46944,2621130.06448046,00FE6103A9CE9ACA,长兴大旅社,湖内区中正路二段551号,07-6992729,台湾省,高雄市,120.199512,22.909932
13427556.4640122,2567280.8707136,13427556.4640122,2567280.8707136,10902482995DA558,屏东县警察局望嘉派出所,来义乡望嘉村望嘉路118-1号,08-7981740,台湾省,屏东县,120.621792,22.463626
13429243.1769367,2574869.63051616,13429243.1769367,2574869.63051616,C04C4183642BB470,屏东县警察局来义分驻所,来义乡中正路92号,08-7850156,台湾省,屏东县,120.636944,22.52661
13424403.8960329,2555614.80730355,13424403.8960329,2555614.80730355,C1F60586C910D188,屏东县警察局枋寮分局,枋寮乡枋寮村中兴路33号,08-8782004,台湾省,屏东县,120.593472,22.366746
13424403.8960329,2555614.80730355,13424403.8960329,2555614.80730355,01F42586A0582A12,屏东县警察局枋寮派出所,枋寮乡枋寮村中兴路33号,08-8782949,台湾省,屏东县,120.593472,22.366746
13430953.0443152,2543133.35793776,13430953.0443152,2543133.35793776,014A65073FABE3B4,屏东县警察局枋山分驻所,枋山乡枋山村国中路26巷5-1号,08-8761129,台湾省,屏东县,120.652304,22.26302
13415850.9969163,2563582.44484112,13415850.9969163,2563582.44484112,803A610610B41F19,屏东县警察局林边分驻所,林边乡光林村中山路185号,08-8752018,台湾省,屏东县,120.51664,22.43292
13435234.8372091,2534410.52865812,13435234.8372091,2534410.52865812,D1DA01033F4E3D55,屏东县警察局枫港派出所,枋山乡善余村隆德路19号,08-8771214,台湾省,屏东县,120.690768,22.190484
13428730.2167231,2581040.39645245,13428730.2167231,2581040.39645245,00BC2407F86D2CB4,屏东县警察局武潭派出所,泰武乡武潭村潭中巷55号,08-7833995,台湾省,屏东县,120.632336,22.577804
13413779.5638316,2591867.49864481,13413779.5638316,2591867.49864481,80C84103C33DE76E,屏东县警察局民和派出所,屏东市长春里民生路40号,08-7223077,台湾省,屏东县,120.498032,22.667582
13444454.7627146,2526570.61063416,13444454.7627146,2526570.61063416,C09A0185D9ECF06A,牡丹邮局,牡丹乡石门村石门路31-3号,(08)8831-050,台湾省,屏东县,120.773592,22.125258
13412187.2498353,2592253.78609066,13412187.2498353,2592253.78609066,40224581D82AC088,屏东县警察局民族派出所,屏东市崇礼里民族路152号,08-7322072,台湾省,屏东县,120.483728,22.670784
13412715.3494996,2592866.17030207,13412715.3494996,2592866.17030207,0174210188D7E7E9,屏东县警察局民生派出所,屏东市庆春里北平路30号,08-7322646,台湾省,屏东县,120.488472,22.67586
13430071.3939482,2596752.61207662,13430071.3939482,2596752.61207662,C1FC0486744C520D,屏东县警察局水门派出所,内埔乡水门村中山路269号,08-7991149,台湾省,屏东县,120.644384,22.70807
13436078.1936714,2690095.65069853,13436078.1936714,2690095.65069853,903C24847D0F12F1,小瑞士山庄,竹崎乡中和村石棹6-6号,05-2562228,台湾省,嘉义县,120.698344,23.479382
13416708.6022733,2580549.96857541,13416708.6022733,2580549.96857541,813261828B5308ED,屏东县警察局泗洲派出所,竹田乡泗州村洲中路44号,08-7892582,台湾省,屏东县,120.524344,22.573736
13533578.9281555,2881867.58804098,13533578.9281555,2881867.58804098,D0820501606C5C21,二人世界旅店,八德路四段626号3楼,02-27635889,台湾省,台北市,121.574208,25.04984
13426870.7359489,2606294.38158317,13426870.7359489,2606294.38158317,406E4104247C542C,屏东县警察局泰山派出所,高树乡泰山村山下路71号,08-7956334,台湾省,屏东县,120.615632,22.787118
13494060.5089239,2858336.9778217,13494060.5089239,2858336.9778217,906240031C312D17,温馨旅馆,龙潭乡中正路457号2楼,03-4991688,台湾省,桃园县,121.219208,24.858194
13428336.5910036,2582717.21943939,13428336.5910036,2582717.21943939,C1024185BA696685,屏东县警察局泰武分驻所,泰武乡佳平村佳平巷1号,08-7833038,台湾省,屏东县,120.6288,22.591712
13414991.6104473,2595640.0383543,13414991.6104473,2595640.0383543,10F82006C4121B01,屏东县警察局海丰派出所,屏东市三山里海丰街18号,08-7367704,台湾省,屏东县,120.50892,22.69885
13451756.4307547,2514024.14733351,13451756.4307547,2514024.14733351,812A24871C45852B,屏东县警察局满州分驻所,满州乡满州村中山路60号,08-8801161,台湾省,屏东县,120.839184,22.020812
13418997.331004,2577726.79357093,13418997.331004,2577726.79357093,51202583979E872A,屏东县警察局潮州分局,潮州镇光华里中山路12号,08-7882020,台湾省,屏东县,120.544904,22.550316
13444464.5588298,2526621.32176066,13444464.5588298,2526621.32176066,81CC650637BE85D6,屏东县警察局牡丹分驻所,牡丹乡石门村石门路32号,08-8831110,台湾省,屏东县,120.77368,22.12568
13436867.2262221,2535901.37318135,13436867.2262221,2535901.37318135,51A00502E904995C,屏东县警察局狮子分驻所,狮子乡枫林村2巷25号,08-8771391,台湾省,屏东县,120.705432,22.202884
13461546.312053,2747893.70675995,13461546.312053,2747893.70675995,D1824100ADE98ED5,科技学院,埔里镇大学路,,台湾省,南投县,120.927128,23.954738
13430413.3674239,2596904.90294188,13430413.3674239,2596904.90294188,50CC0001E9BB17AE,屏东县警察局玛家分驻所,玛家乡北叶村风景巷1号,08-7991749,台湾省,屏东县,120.647456,22.709332
13422546.1963705,2602761.08154408,13422546.1963705,2602761.08154408,D11A0004A33F69F2,屏东县警察局盐埔分驻所,盐埔乡盐埔村中山路41号,08-7932224,台湾省,屏东县,120.576784,22.757852
13421039.3757432,2564207.26306681,13421039.3757432,2564207.26306681,C1B4648395658647,屏东县警察局石光派出所,佳冬乡石光村中山路200号,08-8662034,台湾省,屏东县,120.563248,22.438108
13410469.3674534,2585417.0336506,13410469.3674534,2585417.0336506,109E0100012CCA84,屏东县警察局社皮派出所,万丹乡社口村40号,08-7073044,台湾省,屏东县,120.468296,22.614102
13436444.2121571,2529104.18970335,13436444.2121571,2529104.18970335,516C05849937C3F2,屏东县警察局竹坑派出所,狮子乡竹坑村竹坑巷2号,08-8771886,台湾省,屏东县,120.701632,22.14634
13418883.3398455,2581852.74468624,13418883.3398455,2581852.74468624,904C0002B72B2B61,屏东县警察局竹田分驻所,竹田乡竹田村中正路111号,08-7710734,台湾省,屏东县,120.54388,22.584542
13422450.9068864,2596634.35230958,13422450.9068864,2596634.35230958,81B40404B4244877,屏东县警察局繁华派出所,长治乡繁昌村中山路102号,08-7621384,台湾省,屏东县,120.575928,22.70709
13447748.9290861,2539861.40725834,13447748.9290861,2539861.40725834,D184450283FA677A,屏东县警察局草埔派出所,狮子乡草埔村5号,08-8701484,台湾省,屏东县,120.803184,22.235816
13428385.5715796,2578003.30371063,13428385.5715796,2578003.30371063,11C06503C7FA1098,屏东县警察局荣和派出所,泰武乡平和村太和巷18号,08-7850477,台湾省,屏东县,120.62924,22.55261
13416712.164497,2585864.43252369,13416712.164497,2585864.43252369,90C0240596D477D2,屏东县警察局西势派出所,竹田乡西势村龙门路58号,08-7792844,台湾省,屏东县,120.524376,22.617812
13429616.3198698,2601067.74197087,13429616.3198698,2601067.74197087,11DC60863A1EAE18,屏东县警察局赛嘉派出所,三地门乡赛嘉村赛嘉巷1号,08-7992181,台湾省,屏东县,120.640296,22.743824
13380604.5744633,2631273.2230749,13380604.5744633,2631273.2230749,1120618472056AD3,华洲大饭店,中民生路一段181巷9号,06-2283151,台湾省,台南市,120.200016,22.993836
13434342.5001709,2723752.60238318,13434342.5001709,2723752.60238318,51726082291EF36C,振兴旅社,竹山镇云林里横街89号,049-2642113,台湾省,南投县,120.682752,23.756402
13426417.4429824,2582342.24648121,13426417.4429824,2582342.24648121,4004658175F6E6E8,屏东县警察局赤山派出所,万峦乡赤山村东山路110号,08-7833451,台湾省,屏东县,120.61156,22.588602
13408653.5239195,2689793.20358736,13408653.5239195,2689793.20358736,500000054416BC7C,华洲大饭店,延平街195号,05-2232097,台湾省,嘉义市,120.451984,23.47689
13437848.6188529,2520262.46488486,13437848.6188529,2520262.46488486,80F420030E596B1D,屏东县警察局车城分驻所,车城乡福兴村中山路17号,08-8821152,台湾省,屏东县,120.714248,22.072754
13432640.6477957,2599481.99315035,13432640.6477957,2599481.99315035,01E065847C91B034,屏东县警察局达来派出所,三地门乡达来村达来巷1号,08-7992514,台湾省,屏东县,120.667464,22.730686
13413622.8259885,2605402.1113673,13413622.8259885,2605402.1113673,91B4440295DBBDD0,屏东县警察局里港分局,里港乡永春村永丰路一段3号,08-7752040,台湾省,屏东县,120.496624,22.779728
13412563.9549921,2592102.50317482,13412563.9549921,2592102.50317482,D1CC4183B6BD6699,飞马大饭店,屏东市光复路60号,08-7326111,台湾省,屏东县,120.487112,22.66953
13450541.7124712,2520563.49745242,13450541.7124712,2520563.49745242,912E2181652AEB47,屏东县警察局长乐派出所,满州乡长乐村大公路33号,08-8811141,台湾省,屏东县,120.828272,22.07526
13417104.8996606,2593000.32841996,13417104.8996606,2593000.32841996,41A84106E78356EF,屏东县警察局长治分驻所,长治乡进兴村复兴路2号,08-7366741,台湾省,屏东县,120.527904,22.676972
13442789.4231323,2599143.33035661,13442789.4231323,2599143.33035661,10762104B50CC390,屏东县警察局阿礼派出所,雾台乡阿礼村中秋巷1号,08-7902331,台湾省,屏东县,120.758632,22.72788
13439238.776654,2601731.39255276,13439238.776654,2601731.39255276,90F441054157CB71,屏东县警察局雾台派出所,雾台乡雾台村神山巷70号,08-7902238,台湾省,屏东县,120.726736,22.749322
13520872.4761984,2883648.43197986,13520872.4761984,2883648.43197986,C1EC018705561B65,新庄五工邮局,新庄区五工三路50巷2号,(02)2298-0293,台湾省,新北市,121.460064,25.064332
13429504.1098231,2612473.74448991,13429504.1098231,2612473.74448991,909665002DA004D8,屏东县警察局青叶派出所,三地门乡光复巷1-2号,08-7964797,台湾省,屏东县,120.639288,22.838286
13429648.3798831,2609867.3276798,13429648.3798831,2609867.3276798,510E61058D362D13,屏东县警察局青山派出所,三地门乡青山村民族巷61-2号,08-7960690,台湾省,屏东县,120.640584,22.816706
13426386.2735249,2568791.02179046,13426386.2735249,2568791.02179046,11FE00855EB20E55,屏东县警察局饷潭派出所,新埤乡饷潭村龙潭路137号,08-7981819,台湾省,屏东县,120.61128,22.476162
